"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901293","nucleoside phosphate biosynthetic process","83/3131","321/18986",0.258566978193146,1.56791844393966,4.56024529214714,1.14321882535485e-05,0.000823250486677044,0.00069320759618212,"NADK2/LIPA/PDHX/SLC4A7/NDUFV2/DMAC2L/ATP5MC1/MTHFD1/PNP/HPRT1/RRM2/ATP5MC2/HAAO/RFK/ADK/PPAT/GART/PAICS/KYNU/ALDOA/UCKL1/NME2/PAPSS1/DGUOK/ATIC/GFPT2/ACSL3/FASN/ATP5F1A/PRPS1/PAPSS2/PRPSAP2/QPRT/APRT/GUCY2D/SLC35C1/ADA/AK3/ATP6V1A/CTPS1/GFPT1/SLC25A13/AK5/ACACB/NANP/SPHK2/ADCY8/DCAKD/ACSS1/GARS1/PRKAG2/IDO2/PDK2/UCK2/NAMPT/ADCY7/NDUFAB1/CAD/GNPDA1/PANK3/NME6/UPP1/GMPS/AMPD2/DHODH/PPCDC/AK7/PFAS/GNE/NME1/UMPS/NDUFA11/BCKDK/ATP5MJ/GFUS/KARS1/ADSL/ADCY3/AFMID/ACLY/PINK1/ADCY9/PARP16",83
"GO:0009126","purine nucleoside monophosphate metabolic process","19/3131","42/18986",0.452380952380952,2.74318261319219,5.02568656434792,1.18832450571179e-05,0.000845895823433695,0.000712275813828945,"PNP/HPRT1/ADK/PPAT/GART/PAICS/DGUOK/ATIC/APRT/ADA/AK3/NT5C2/GMPS/AMPD2/GDA/PFAS/ADSL/XDH/NT5C",19
"GO:0048732","gland development","109/3131","450/18986",0.242222222222222,1.46880584832677,4.47254767593179,1.33364040539359e-05,0.000938549435295738,0.000790293608650698,"EDN1/CEBPB/GPX1/NR3C1/HES1/ARF6/SEMA3C/SNAI2/ZBTB1/LIPA/TGFBR2/ZNF703/RTN4/CLDN1/TBX3/NOG/HNRNPD/HIF1A/TGFB2/ELF3/ZBTB7B/NFIB/PCNA/RBPJ/SRSF1/SOCS2/SMAD2/NRP1/SP3/INHBB/PITX1/LRP5/EXT1/NOTCH2/FASN/CEACAM1/INSR/SLC7A5/ADA/ARMC5/SMAD3/HPN/SRC/LBH/PNPT1/TG/NCOR2/RB1CC1/FEM1B/DKK3/FGL1/IRS2/TGFA/NRG1/TBX19/PTPN3/MET/ARHGAP5/CDK5RAP3/ORAI1/AKT2/WT1/BAX/BCL2L11/ARHGAP35/WNT7B/EGFR/LAMA5/STAT5B/TP63/GLI2/HLX/FKBP4/CAD/SIX1/ESRP2/PSEN1/CEBPG/WNT10A/FA2H/SHH/ALDH1A2/SMARCC1/NR0B1/PLXND1/FPGS/NAGLU/GPAT4/MAD1L1/NME1/UMPS/THRA/ALDH1A3/COBL/STAT6/MTX1/USF2/HK2/SERPINE2/TGM2/ASXL1/RPGRIP1L/RARA/ACO2/DAG1/XDH/WNT11/BCL11B/CEBPA",109
"GO:0000470","maturation of LSU-rRNA","14/3131","26/18986",0.538461538461538,3.26516472987249,5.13607089238625,1.42082940398354e-05,0.000988673763917985,0.000832500161719037,"RPL7/WDR12/NOP2/RRP15/EIF6/NSA2/RPL35/FTSJ3/MAK16/BOP1/RPF2/DDX18/PPAN/PES1",14
"GO:0046033","AMP metabolic process","13/3131","23/18986",0.565217391304348,3.42740894005249,5.17627157819854,1.43812102599136e-05,0.000989587057107165,0.00083326918862704,"HPRT1/ADK/PPAT/GART/PAICS/ATIC/APRT/ADA/AK3/AMPD2/PFAS/ADSL/XDH",13
"GO:0051223","regulation of protein transport","108/3131","446/18986",0.242152466367713,1.4683828573802,4.44812791223908,1.47758660876215e-05,0.00100557075473231,0.000846728057814654,"ARF6/MDFIC/RAN/PTGS2/PPIA/XPO1/PPID/EFNA5/HIF1A/TGFB2/PIM3/CHP1/PRR5L/PPARG/TRIM28/PRKAR1A/HSP90AA1/B3GAT3/TCF7L2/INHBB/LRP5/CFTR/SYBU/DNM1L/TMED10/ANG/ACSL3/IL12A/SNX12/ADAM8/ENSA/PRKCD/DERL2/VPS35/SH3TC2/FRAT1/PLA2G1B/SMAD3/RAPGEF4/SRC/FERMT1/SLC8B1/RACK1/SRI/TMEM97/CNST/XPO4/RAB11FIP5/BAG3/MYO18A/DNAJA1/TXN/CABP1/ADCY8/IRS2/PRKCE/IRS1/WWP2/IPO5/NR1D1/JUP/ORAI1/RFX3/STX1A/RANGAP1/FOXO1/EGFR/MAVS/LRRC8A/RUFY3/KCNN4/ANP32B/SREBF1/BRSK2/IGF1/CHCHD4/PRKCA/NEO1/CEP131/ADTRP/TM9SF4/PSEN1/BMAL1/SHH/PRKN/SYT7/SLC25A22/PICK1/CD38/EPM2A/PTPN14/RHBDF2/MYH10/PTPN1/VPS28/CLN3/F2RL1/PLK3/UBR5/APP/PSMD9/CHRM1/PER2/EIPR1/CWH43/ICE1/PLA2G6/FLNA",108
"GO:2000736","regulation of stem cell differentiation","30/3131","84/18986",0.357142857142857,2.1656704840991,4.75800917140156,1.51695042440194e-05,0.00102113847590448,0.000859836659323477,"HES1/ZFP36L2/TGFBR2/TBX3/KAT5/NFE2L2/HNRNPU/ZFP36/TGFB2/YAP1/HSPA9/METTL3/MTCH2/OSM/KDM4C/DHX36/EIF2AK2/CDK6/LBH/STAT3/KDM3A/MTA3/PWP1/NSUN2/JAG1/PUS7/CHD3/SMYD5/MBD3/SETD1A",30
"GO:0051056","regulation of small GTPase mediated signal transduction","78/3131","300/18986",0.26,1.57660811242415,4.47349457227584,1.67668277435279e-05,0.00111011082314159,0.000934754692113068,"RHOF/ARF6/EPS8/RTN4/CHN1/GNA13/PREX1/TGFB2/MYO9B/FAM13A/ITGB1/VAV2/RAP1GAP2/NRP1/GABARAP/SQSTM1/EPHB2/ITGA3/ARHGDIA/FLCN/SIPA1L3/NGEF/NOTCH2/CYRIB/GARNL3/SOS1/SRC/ARHGEF2/ARHGEF17/GIT1/ARHGAP1/PSD4/SIPA1/OGT/PLEKHG4B/ARHGEF1/RASGRF1/MET/PLEKHG6/TNS3/ARHGEF3/ARHGAP5/CYTH1/ABR/ARHGAP35/KALRN/ARHGAP26/FGD4/STARD13/IGF1/DENND3/TRIO/FGD2/MYO9A/ARHGEF28/CYTH2/CRK/PLEKHG3/STMN3/SWAP70/FNTA/PSD/AUTS2/SIPA1L2/KANK1/F2RL1/SPATA13/ABCA1/AKAP13/RASA3/PLEKHG4/TGM2/ARHGAP32/ARHGAP22/DNMBP/LPAR1/PSD3/RASA4",78
"GO:1901990","regulation of mitotic cell cycle phase transition","92/3131","368/18986",0.25,1.51596933886937,4.44165684309012,1.68497363757967e-05,0.00111011082314159,0.000934754692113068,"ZFP36L1/KLF4/UBE2E2/ZFP36L2/ACTB/PCID2/DDX3X/CDK4/NABP1/DUSP1/PLK2/RPS27L/CDC73/RRM2/WEE1/NBN/PTEN/JADE1/RAB11A/UBE2C/RAD50/HECW2/CTDSP1/TPRA1/TMOD3/CUL4B/MRE11/RBM38/NSMCE2/BUB3/KLF11/DLGAP5/SMARCA4/PLK1/RGCC/CDK6/CDC25B/CRLF3/RAD51B/ZWILCH/AURKB/PIDD1/MAP3K20/TRIP13/MBTPS2/EIF4G1/TCF3/AVEN/KCNH5/GIGYF2/MTA3/CDK5RAP3/SMARCA2/ATR/KNTC1/EGFR/UIMC1/SMARCD2/NEK6/TAOK2/ANAPC5/RNASEH2B/ANAPC7/FBXO31/PSME3/DGKZ/PTPN6/CUL4A/ADAM17/XRCC3/SMARCC1/ARID2/PRMT2/DDB1/ARID1B/PLK3/CCNE1/PPP1R9B/MAD1L1/APP/RPTOR/SIN3A/TFDP1/FOXN3/INO80/DPF1/SIRT2/TFAP4/BCL7C/MRNIP/NOP53/MIR193A",92
"GO:0006090","pyruvate metabolic process","40/3131","126/18986",0.317460317460317,1.92504043031031,4.62955080443335,1.71010274863051e-05,0.00111480698129145,0.000938709032323053,"LDHB/LIPA/PDHX/LDHA/HIF1A/GAPDH/EIF6/ALDOA/PKM/FLCN/INSR/ME3/SRC/STAT3/PC/ADPGK/GIT1/OGT/FOXK1/ZBTB20/FOXK2/PRKAG2/HDAC4/PDK2/ARL2/ME2/PFKFB3/IGF1/PSEN1/PGM1/ENO4/UCHL1/APP/BCKDK/RPTOR/HK2/PFKP/NCOR1/SLC2A6/VDAC1",40
"GO:0010906","regulation of glucose metabolic process","35/3131","105/18986",0.333333333333333,2.02129245182583,4.66332825591545,1.75729243004616e-05,0.00113363666867457,0.000954564330970251,"NR3C1/ARPP19/PPP4R3B/PPP1R3E/PPARGC1A/TCF7L2/SELENOS/INSR/NLN/PGP/SRC/DYRK2/ACACB/PTPN2/OGT/SLC35B4/FOXK1/IRS2/IRS1/KAT2A/FOXK2/PRKAG2/PHKA1/PDK2/AKT2/FOXO1/IGF1/RORA/PRKN/IGFBP4/DDB1/RANBP2/BCKDK/IGFBP3/GSK3A",35
"GO:0001701","in utero embryonic development","99/3131","403/18986",0.245657568238213,1.48963736524137,4.41502201319803,1.77945602805631e-05,0.00113610012183018,0.000956638650351704,"ZFP36L1/EDN1/CEBPB/KLF4/HES1/DNAAF2/MATR3/SKIL/TGFBR2/RTN4/TBX3/NOG/FOSL1/CASP8/GNA13/HIF1A/RRM2/ELF3/YBX3/ETV2/YAP1/NBN/ITGB1/KRT8/CCNB1IP1/TRIM28/WDR74/RBPJ/SOCS3/SMAD2/ZFAND5/AXIN1/SP3/NSRP1/TBL1XR1/FLCN/PRMT1/INTS1/PEMT/C1orf43/STK3/GINS1/RBBP6/PRDM14/KDM4C/NOTCH2/ADA/TTLL4/ARMC5/SMAD3/B9D1/RAD51B/ZMIZ1/BIRC6/FUT8/DBN1/SNAI1/PALB2/SPECC1/GNA12/NCAPG2/KAT2A/CMTM3/EPAS1/BCL2L11/WNT7B/EGFR/ARNT2/SMG9/NSUN2/IGF1/PPP1CC/RNASEH2B/ZP3/MYO1E/YBX1/NMT1/RCN1/CCM2/STMN3/CUL4A/HM13/TEAD4/DNAJB6/FBXW8/NLE1/BPTF/MBD3/SIN3A/MGAT1/CMIP/RPGRIP1L/RRP7A/PSMC4/EMG1/TCTN1/RTF1/ADCY9/CEBPA",99
"GO:0043254","regulation of protein-containing complex assembly","105/3131","433/18986",0.242494226327945,1.47045524786405,4.40067103343093,1.81214057290154e-05,0.00114172272442752,0.000961373091319391,"H3-3A/CDC42EP2/HES1/ARF6/HMGB1/DDX3X/PFN2/PFN1/EPS8/TMSB10/ISG15/EML2/PREX1/CAMSAP2/VDAC2/FNIP1/HSP90AA1/KIF21A/VASP/SPIDR/MTLN/CTTN/TMOD3/FMN1/BAIAP2L1/ARPC5L/PRKCD/CDC42EP3/SOST/CAND1/TBCD/CYRIB/TGFBRAP1/FERMT2/VPS35/CLU/CAPZA2/PTGER4/ADD2/ZDHHC5/EIF2AK2/SRC/EVL/FERMT1/RACK1/GIT1/SLF2/CDC42EP4/RAP1B/OGT/PRKCE/RPL13A/TFRC/EIF4G1/NRG1/RPS3/MKKS/MET/CDC42EP1/CYFIP2/STX1A/ATR/BAX/BCL2L11/ANKRD27/TRAF2/MAVS/ARL2/FARP2/FSCN1/SPTB/MAP1B/FKBP4/LGALS3/CDH17/TRIOBP/PLEK/BAIAP2/TRIM65/CAPG/STXBP1/DYRK1A/SVIL/SPTBN4/SPTBN1/ELN/GNL3L/KANK1/ABCA1/THRA/ANKRD53/PLEKHG2/CCR7/ZNF827/ULK1/SSH2/ICE1/CDK5R1/HCFC1/SIRT2/PINK1/STX1B/GSN/TICAM1/NOP53",105
"GO:0032259","methylation","62/3131","225/18986",0.275555555555556,1.67093509350935,4.49891188370774,1.82513401773494e-05,0.00114172272442752,0.000961373091319391,"COMTD1/METTL21A/FTSJ1/TRMT61B/METTL5/NOP2/ETFBKMT/GSPT1/METTL23/SNRPE/HENMT1/PRMT3/KMT2B/VCPKMT/CARNMT1/SNRPF/PRDM11/METTL3/DIMT1/THUMPD2/PRMT1/METTL16/PEMT/EEF1AKMT3/PRDM14/MTAP/TRMT10C/ETF1/FTSJ3/SNRPD1/THUMPD3/METTL8/PRDM15/SETD7/KMT2D/FAM86C2P/TRDMT1/THADA/CAMKMT/SETD6/SMYD2/SLC25A26/FBL/NSUN2/EEF2KMT/TARBP1/KMT5B/BUD23/WDR4/SMYD5/TRMT6/PRMT2/PRDM4/RRP8/NTMT1/SMYD4/SNRPB/MTR/SETD1A/EMG1/TRMT61A/FAM86B1",62
"GO:0006109","regulation of carbohydrate metabolic process","55/3131","193/18986",0.284974093264249,1.72804795104281,4.5175637821848,1.88729969966705e-05,0.00116880470400381,0.000984177127594799,"NR3C1/ARPP19/PPP4R3B/HIF1A/PPP1R3E/PPARGC1A/EIF6/TCF7L2/FLCN/PPP1R3C/SELENOS/INSR/NLN/PGP/SRC/DYRK2/STAT3/ACACB/GIT1/CLTC/PTPN2/OGT/SLC35B4/FOXK1/IRS2/PRKCE/ZBTB20/IRS1/KAT2A/FOXK2/PRKAG2/PHKA1/HDAC4/PDK2/AKT2/FOXO1/ARL2/IGF1/GRB10/RORA/PSEN1/PLEK/PRKN/IGFBP4/DDB1/RANBP2/KHK/UCHL1/APP/BCKDK/RPTOR/IGFBP3/NCOR1/SLC2A6/GSK3A",55
"GO:0046822","regulation of nucleocytoplasmic transport","38/3131","118/18986",0.322033898305085,1.95277406362834,4.61351256248421,1.91401979783494e-05,0.00117361629782097,0.000988228668939478,"MDFIC/RAN/PTGS2/XPO1/CHP1/TRIM28/RBM4/HSP90AA1/ALKBH5/NCBP2/AAAS/NEDD4/PRKCD/FRAT1/SMAD3/DHX9/FERMT1/CPSF6/XPO4/BAG3/TXN/CABP1/IPO5/JUP/RANGAP1/MAVS/ANP32B/NSUN2/CHCHD4/PPP1CC/PSEN1/SHH/EPM2A/PTPN14/UBR5/WNK1/CWH43/FLNA",38
"GO:0030490","maturation of SSU-rRNA","22/3131","54/18986",0.407407407407407,2.47046855223157,4.80859371437631,1.94549530419181e-05,0.00118122082537842,0.000994631964599196,"IMP3/DCAF13/RPS14/MPHOSPH10/RIOK1/WDR43/NOL7/RPS16/SNU13/NOB1/HEATR1/DHX37/UTP6/UTP25/UTP20/NAT10/NOL10/RPS19/RCL1/NOL11/TSR1/KRI1",22
"GO:0009167","purine ribonucleoside monophosphate metabolic process","18/3131","40/18986",0.45,2.72874480996487,4.86368936806954,2.19974314743917e-05,0.00132262226330978,0.00111369724603103,"PNP/HPRT1/ADK/PPAT/GART/PAICS/ATIC/APRT/ADA/AK3/NT5C2/GMPS/AMPD2/GDA/PFAS/ADSL/XDH/NT5C",18
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","34/3131","102/18986",0.333333333333333,2.02129245182583,4.59586140583024,2.30245373554306e-05,0.00137106692155944,0.00115448945403647,"GPX1/KLF4/NOL3/SNAI2/DDX3X/EYA4/YAP1/SERPINE1/NRP1/TCF7L2/LMNA/CTTN/PHIP/SH3RF1/SCG2/SIAH2/SRC/ARHGEF2/RB1CC1/GCLC/BIRC6/FAIM/GCLM/NRG1/EYA2/HMOX1/RFFL/ITGA6/IGF1/ITPRIP/CX3CL1/LGALS3/PSME3/TMBIM1",34
"GO:0098727","maintenance of cell number","54/3131","190/18986",0.284210526315789,1.72341777471465,4.45345398176196,2.42839943009956e-05,0.00142293030246683,0.00119816035395152,"KLF4/HES1/KLF10/ZFP36L2/ACTB/ZNF706/TBX3/NOG/SMC5/CDC73/YAP1/NFIB/LOXL2/RBPJ/GNL3/METTL3/WDR43/LRP5/HMGA2/PRDM14/KDM4C/SMC3/SMARCA4/RIF1/LBH/STAT3/KDM3A/NANOS2/OGT/FUT10/SETD6/TRIM8/KAT2A/VPS72/SMARCA2/FOXO1/ZHX2/BRD9/IGF1/TP63/JAG1/BRMS1L/MCPH1/CUL4A/SMARCC1/NCOA3/TEAD4/DIS3L2/SIN3A/FANCC/TAF5L/SUDS3/RTF1/BCL7C",54
"GO:0007163","establishment or maintenance of cell polarity","62/3131","227/18986",0.273127753303965,1.65621319841235,4.41994392286457,2.44959620302358e-05,0.00142293030246683,0.00119816035395152,"HES1/ARF6/ACTB/KAT5/WEE1/RAB10/ITGB1/PHLDB2/RAB11FIP2/SHTN1/LMNA/SIPA1L3/CYRIB/PTK2/PLK1/FERMT1/PARVB/RACK1/ACTR2/WDPCP/MTCL1/RAP1B/MYO18A/SIPA1/CRTAM/STK25/CYP26B1/FBF1/LLGL1/IGF1R/CYTH1/PARD6B/ARHGAP35/WNT7B/RUFY3/BRSK2/FSCN1/DLG4/MAP1B/ATN1/SHH/MYO9A/CRK/NSFL1C/RHOBTB2/PLEKHG3/SLC9A1/PARD3/MCPH1/MAP4/WWC1/KANK1/MARK2/RHOG/CCR7/PARVA/RPGRIP1L/FSCN2/PARD6G/DLG3/WNT11/GSN",62
"GO:2000781","positive regulation of double-strand break repair","32/3131","94/18986",0.340425531914894,2.0642986742051,4.59676382452849,2.45847799715729e-05,0.00142293030246683,0.00119816035395152,"ACTB/KAT5/PNKP/NBN/MORF4L1/YEATS4/EP400/WRAP53/SPIDR/SPIRE2/EPC1/PRMT1/SHLD1/SMARCA4/RIF1/UBE2V2/ACTR2/MBTD1/SLF2/VPS72/SMARCA2/SMARCD2/RUVBL1/KMT5B/FUS/DDX11/SMARCC1/ARID2/ARID1B/DPF1/BCL7C/MRNIP",32
"GO:0046037","GMP metabolic process","14/3131","27/18986",0.518518518518518,3.14423270284018,4.9546136584532,2.5030944681245e-05,0.00143533926306436,0.0012086091613147,"HPRT1/ADK/PPAT/GART/PAICS/ATIC/APRT/ADA/NT5C2/GMPS/GDA/PFAS/ADSL/XDH",14
"GO:0019827","stem cell population maintenance","53/3131","186/18986",0.28494623655914,1.7278790313995,4.43302792773117,2.65876880161839e-05,0.00151061974205713,0.00127199813068252,"KLF4/HES1/KLF10/ZFP36L2/ACTB/ZNF706/TBX3/NOG/SMC5/CDC73/YAP1/NFIB/LOXL2/RBPJ/GNL3/METTL3/WDR43/LRP5/HMGA2/PRDM14/KDM4C/SMC3/SMARCA4/RIF1/LBH/STAT3/KDM3A/NANOS2/OGT/FUT10/SETD6/TRIM8/KAT2A/VPS72/SMARCA2/FOXO1/ZHX2/BRD9/TP63/JAG1/BRMS1L/MCPH1/CUL4A/SMARCC1/NCOA3/TEAD4/DIS3L2/SIN3A/FANCC/TAF5L/SUDS3/RTF1/BCL7C",53
"GO:0043467","regulation of generation of precursor metabolites and energy","44/3131","146/18986",0.301369863013699,1.82746988795212,4.46017489203617,2.85084733329911e-05,0.0016050270486474,0.00135149260183386,"HIF1A/PPP1R3E/COX7A2L/RBPJ/EIF6/PRELID1/CISD1/FLCN/PPP1R3C/SELENOS/ISCU/INSR/SRC/DYRK2/PNPT1/STAT3/TRAP1/GIT1/OGT/SPHK2/IRS2/ZBTB20/IRS1/PRKAG2/PHKA1/HDAC4/AKT2/ARL2/IGF1/CHCHD4/GRB10/PSEN1/BNIP3/KHK/UCHL1/APP/RPTOR/OPN3/NCOR1/SLC2A6/GSK3A/IDE/PINK1/NOP53",44
"GO:0070936","protein K48-linked ubiquitination","33/3131","99/18986",0.333333333333333,2.02129245182583,4.52741119747764,3.01759374662447e-05,0.00168359982638246,0.00141765380946208,"ZNRF2/UBE2E2/UBE2E1/PPIA/UBE2D2/UBE2A/UBE2Q2/UBE2H/UBE2C/GABARAP/UBE2K/RNF6/KCMF1/ANAPC1/MARCHF6/ANAPC10/UBE2G1/RBX1/RFFL/ANAPC13/NT5C2/UBE2R2/ANAPC5/ANAPC7/TRIM55/PRKN/TRIM65/ZNRF1/NEDD4L/UBR5/TCF25/TRIM44/UBE3C",33
"GO:0009112","nucleobase metabolic process","16/3131","34/18986",0.470588235294118,2.85358934375411,4.80716656140062,3.16809130347255e-05,0.00174412645787871,0.00146861948929285,"HPRT1/ADK/PPAT/GART/PAICS/PRPS1/APRT/ADA/CTPS1/TYMP/CAD/GMPS/GDA/DHODH/UMPS/XDH",16
"GO:0046390","ribose phosphate biosynthetic process","51/3131","178/18986",0.286516853932584,1.73740306252445,4.39245520733561,3.18240416180032e-05,0.00174412645787871,0.00146861948929285,"LIPA/NDUFV2/DMAC2L/ATP5MC1/MTHFD1/HPRT1/ATP5MC2/RFK/ADK/PPAT/GART/PAICS/ALDOA/UCKL1/NME2/PAPSS1/ATIC/ATP5F1A/PRPS1/PAPSS2/PRPSAP2/APRT/GUCY2D/ADA/AK3/ATP6V1A/CTPS1/SLC25A13/AK5/SPHK2/ADCY8/PRKAG2/PYGL/UCK2/ADCY7/NDUFAB1/CAD/NME6/UPP1/GMPS/AMPD2/DHODH/PFAS/NME1/UMPS/NDUFA11/ATP5MJ/ADSL/ADCY3/PINK1/ADCY9",51
"GO:0005977","glycogen metabolic process","30/3131","87/18986",0.344827586206897,2.09099219154396,4.5323722037182,3.2997255442398e-05,0.00179256142942781,0.00150940354073536,"GABARAPL1/PTGES3/PPP1R3E/ATG12/PPP1R3C/SELENOS/GBE1/INSR/ATG3/DYRK2/RB1CC1/IRS2/IRS1/PRKAG2/PHKA1/PYGL/WDR45B/NR1D1/AKT2/IGF1/GRB10/PPP1CC/EPM2A/NHLRC1/PYGB/KHK/GYS1/PER2/GSK3A/GYS2",30
"GO:0046031","ADP metabolic process","34/3131","104/18986",0.326923076923077,1.98242144313687,4.46430869772487,3.63055948611546e-05,0.00195513520847939,0.0016462967225827,"LIPA/LDHA/HIF1A/GAPDH/EIF6/ALDOA/PKM/FLCN/INSR/AK3/SRC/AK5/STAT3/ADPGK/GIT1/OGT/FOXK1/ZBTB20/FOXK2/PRKAG2/HDAC4/ARL2/PFKFB3/IGF1/PSEN1/PGM1/ENO4/UCHL1/APP/RPTOR/HK2/PFKP/NCOR1/SLC2A6",34
"GO:0019364","pyridine nucleotide catabolic process","33/3131","100/18986",0.33,2.00107952730757,4.46028180328718,3.79832508870793e-05,0.00202784717882485,0.00170752291192914,"LIPA/LDHA/HIF1A/GAPDH/EIF6/ALDOA/PKM/FLCN/INSR/SRC/STAT3/ADPGK/GIT1/OGT/FOXK1/ZBTB20/FOXK2/PRKAG2/HDAC4/ARL2/PFKFB3/IGF1/PSEN1/PGM1/SARM1/ENO4/UCHL1/APP/RPTOR/HK2/PFKP/NCOR1/SLC2A6",33
"GO:0002183","cytoplasmic translational initiation","19/3131","45/18986",0.422222222222222,2.56030377231272,4.65669372250141,3.92765540210685e-05,0.00206812046982002,0.00174143452412119,"IMPACT/RBM4/EIF4A1/METTL3/EIF5/EIF3E/NCBP2/EIF3M/EIF3F/EIF2B1/EIF2S3/EIF3K/DENR/EIF2B4/EIF3A/RPL13A/EIF4G1/AKT2/EIF3D",19
"GO:0006096","glycolytic process","32/3131","96/18986",0.333333333333333,2.02129245182583,4.45793232297298,3.95606461242555e-05,0.00206812046982002,0.00174143452412119,"LIPA/LDHA/HIF1A/GAPDH/EIF6/ALDOA/PKM/FLCN/INSR/SRC/STAT3/ADPGK/GIT1/OGT/FOXK1/ZBTB20/FOXK2/PRKAG2/HDAC4/ARL2/PFKFB3/IGF1/PSEN1/PGM1/ENO4/UCHL1/APP/RPTOR/HK2/PFKP/NCOR1/SLC2A6",32
"GO:0006402","mRNA catabolic process","88/3131","356/18986",0.247191011235955,1.49893597551129,4.22305854864897,3.98048509274574e-05,0.00206812046982002,0.00174143452412119,"ZFP36L1/ZFP36L2/PCID2/NPM1/DDX5/PABPC1/TOB1/PAIP1/APEX1/CNOT8/SERBP1/HNRNPU/HNRNPD/ZFP36/YBX3/PRR5L/CAPRIN1/GSPT1/SYNCRIP/IGF2BP3/CIRBP/CNOT4/SSB/ALKBH5/LARP1B/PDE12/TNRC6C/METTL3/EIF3E/NCBP2/METTL16/RIDA/DHX34/RBM38/DHX36/TENT4B/PRKCD/ETF1/CASC3/EDC4/MTPAP/DCPS/XRN1/MAGOHB/MAPKAPK2/DHX9/TUT7/PNPT1/PUM2/IREB2/ARID5A/NANOS2/SECISBP2/YTHDF1/DCP1B/GIGYF2/FTO/HNRNPAB/ZHX2/TRAF2/PAN3/SMG9/LARP1/AGO2/PRKCA/CELF1/XRN2/LARP4B/TBRG4/SUPV3L1/YBX1/NOCT/FUS/TNRC6A/EXOSC5/CTIF/ERN1/TNKS1BP1/DIS3L2/EXOSC2/LSM14B/SAMD4A/FXR2/TENT4A/DCP1A/EIF4A3/MIR365A/MIR193A",88
"GO:0032535","regulation of cellular component size","89/3131","361/18986",0.246537396121884,1.49497253362187,4.21939585495791,4.00733822668178e-05,0.00206812046982002,0.00174143452412119,"EDN1/CDC42EP2/ARF6/PFN2/PFN1/EPS8/TMSB10/RTN4/EFNA5/PREX1/PTEN/VAV2/RAB11A/RAP1GAP2/MEGF8/HSP90AA1/NRP1/VASP/LIMA1/PLXNA4/SPART/SHTN1/LARS1/CTTN/TMOD3/RNF6/FMN1/BAIAP2L1/ARPC5L/SEMA3A/PRKCD/CDC42EP3/CYRIB/RAB21/CAPZA2/ADD2/EVL/PUM2/AKT3/RB1CC1/CDC42EP4/DNM1/PRKCE/CRABP2/MKKS/ARHGAP5/CDC42EP1/CYFIP2/ARHGAP35/WNT7B/TTL/RIN3/LRRC8A/GPRC5B/RUFY3/KCNN4/SPTB/MAP1B/TRIOBP/PLEK/DSTN/BAIAP2/SWAP70/CAPG/SVIL/SPTBN4/SPTBN1/ANO6/CLN3/ELN/KANK1/CDKL5/F2RL1/NRCAM/TRPV2/WNK1/PLEKHG2/RPTOR/SIN3A/BORCS5/CCR7/ULK2/ZFYVE27/KCNMA1/ULK1/SSH2/PLEKHH2/ADNP/GSN",89
"GO:0141188","nucleic acid catabolic process","105/3131","441/18986",0.238095238095238,1.44378032273273,4.19022775250501,4.0588820180004e-05,0.00207740961466748,0.00174925633033267,"ZFP36L1/ZFP36L2/PCID2/NPM1/DDX5/PABPC1/TOB1/PAIP1/APEX1/CNOT8/SERBP1/HNRNPU/HNRNPD/ZFP36/YBX3/PRR5L/CAPRIN1/GSPT1/SYNCRIP/IGF2BP3/CIRBP/CNOT4/SSB/ALKBH5/LARP1B/NAF1/PDE12/TNRC6C/METTL3/EIF3E/NCBP2/METTL16/RIDA/DHX34/RBM38/ISG20/ANG/DNA2/DHX36/TENT4B/PRKCD/ETF1/CASC3/EDC4/MTPAP/DCPS/XRN1/MAGOHB/MAPKAPK2/DHX9/TUT7/PNPT1/PUM2/IREB2/ARID5A/TRDMT1/NANOS2/DEDD2/SECISBP2/YTHDF1/DKC1/DCP1B/GIGYF2/FTO/BAX/HNRNPAB/ZHX2/DICER1/TRAF2/PAN3/MTREX/SMG9/NSUN2/LARP1/AGO2/PRKCA/CELF1/RNASEH2B/XRN2/LARP4B/TBRG4/SUPV3L1/LRPPRC/YBX1/NOCT/FUS/TNRC6A/DNASE1L3/EXOSC5/CTIF/ERN1/ZC3H4/TNKS1BP1/DIS3L2/REXO4/EXOSC2/LSM14B/SAMD4A/FXR2/TENT4A/DCP1A/ELAC2/EIF4A3/MIR365A/MIR193A",105
